20	7	2	1	1																										
5	3	3	4	2	1	11	10	1	3	7	8	16	11	8	16	1	18	14	12	7	13	4	29	40	51	37	63	97	44	92
1	6	7	8	8	2	7	12	7	13	11	11	6	14	19	14	2	9	13	6	1	18	27	7	8	22	7	44	76	15	138
5	4	7	1	2	8	8	7	2	10	2	8	8	1	17	2	5	4	2	12	5	15	30	24	35	41	4	70	81	15	68
4	3	7	7	3	9	1	3	9	1	5	11	16	16	17	18	16	4	12	17	3	19	12	3	31	4	55	25	37	19	50
5	2	1	2	4	10	2	10	6	3	13	15	15	12	18	1	21	12	11	6	8	4	11	6	11	5	57	53	88	38	173
1	6	1	7	2	3	7	5	6	3	13	5	17	16	2	18	17	10	6	16	6	15	26	36	2	1	12	91	9	24	140
2	1	4	7	1	1	8	11	8	1	11	5	11	7	7	1	7	20	1	18	1	13	13	28	4	26	22	27	33	48	7
1	2	3	5	8	1	2	1	5	10	12	6	10	8	3	20	18	1	5	13	6	16	2	31	25	4	21	99	51	14	90
5	2	3	4	8	2	8	10	8	2	8	14	6	16	7	6	14	18	19	1	8	10	9	3	33	57	17	47	87	45	166
5	5	5	8	4	3	11	3	4	4	6	11	4	18	12	20	21	4	22	2	4	14	25	39	31	54	69	67	7	32	8
1	6	7	4	2	8	5	7	6	4	11	6	16	18	1	11	9	10	18	19	4	8	27	22	1	41	62	66	94	1	3
3	6	1	4	5	7	7	2	8	12	10	6	5	14	1	1	20	3	10	19	10	2	20	27	42	4	51	23	36	16	42
5	2	4	6	1	6	9	1	8	12	4	16	4	3	16	10	15	9	17	15	8	18	10	20	19	27	66	74	96	23	52
4	2	5	7	9	8	4	2	13	9	3	15	17	6	4	1	16	1	15	21	8	17	1	35	49	2	27	62	75	22	1
3	2	3	4	9	3	8	11	7	7	4	8	13	12	9	1	3	11	6	10	9	7	18	7	37	22	54	81	70	20	163
5	5	1	3	9	7	11	6	4	8	6	14	4	9	6	12	2	22	17	6	5	3	23	5	16	38	38	29	51	2	190
5	6	7	5	6	5	8	4	12	9	14	3	1	8	13	5	2	11	9	3	1	12	5	28	40	37	55	100	35	17	122
1	5	4	6	1	8	7	10	8	14	14	13	11	6	4	19	2	16	16	8	2	8	10	38	11	29	1	9	14	20	121
4	5	1	7	7	1	2	10	3	5	11	2	9	5	14	17	18	17	19	2	9	20	27	1	38	25	31	3	66	11	175
1	4	1	1	4	2	7	2	7	5	13	16	4	7	5	3	14	6	19	5	1	12	9	9	6	36	43	49	28	33	171
2	5	3	4	1	6	7	3	2	5	12	5	11	7	3	11	12	14	10	7	2	3	15	14	36	45	70	76	3	43	152
3	2	6	4	4	3	2	7	4	11	8	11	2	8	17	6	6	10	19	15	4	8	12	31	31	37	10	43	43	40	140
1	4	2	3	9	10	11	3	8	14	2	4	11	11	14	17	12	12	7	23	3	15	14	22	39	60	1	2	10	38	64
1	4	6	4	7	9	11	2	5	7	3	13	14	8	3	8	2	9	2	18	1	7	22	15	1	43	57	46	29	26	167
2	1	4	8	4	7	10	5	12	4	10	8	2	13	17	10	6	12	12	24	1	8	27	26	41	1	38	89	17	10	174
1	2	4	8	4	3	2	6	7	9	8	7	1	12	18	2	16	10	10	14	5	12	10	21	2	36	35	23	13	26	125
4	3	1	4	6	8	10	11	5	14	3	10	9	12	13	5	10	8	6	5	6	13	13	26	8	1	4	27	12	47	143
1	6	3	1	3	9	5	6	1	12	7	5	13	17	11	11	7	22	3	8	5	2	9	19	45	50	36	14	87	42	46
2	6	1	5	2	3	4	8	5	7	9	3	12	10	15	20	16	21	17	24	5	1	25	12	34	36	62	38	22	35	125
3	3	4	2	7	7	1	10	7	8	2	7	16	1	16	18	2	9	12	16	7	20	14	39	31	17	13	16	37	17	178
4	3	6	7	1	6	3	5	7	1	9	12	11	1	7	14	13	4	13	5	8	7	12	26	45	57	46	83	77	20	100
5	5	5	3	3	2	8	10	1	3	3	3	5	18	6	15	15	6	17	16	6	17	22	12	16	56	5	74	84	39	100
2	5	7	8	3	7	1	3	10	2	8	8	2	15	4	13	1	22	19	12	7	1	10	31	11	54	41	22	60	13	94
4	2	3	7	7	3	2	11	8	11	12	6	6	2	8	11	18	15	20	9	3	15	2	33	19	49	8	37	26	15	113
3	4	7	6	9	6	2	3	12	4	4	16	1	13	9	9	16	21	10	2	10	19	22	21	21	10	26	47	1	33	196
5	4	6	5	6	8	7	12	10	7	14	14	5	2	18	10	20	4	1	10	6	19	11	3	27	12	41	42	6	8	120
3	2	7	5	8	3	1	1	8	4	14	6	17	18	6	2	10	4	18	6	10	7	27	29	32	60	7	12	84	37	6
2	5	6	7	2	6	5	7	5	12	13	1	7	18	14	12	14	12	9	21	8	17	13	27	45	17	5	21	73	26	184
3	2	7	8	5	10	7	12	2	7	15	14	5	10	5	13	1	20	10	22	9	10	16	34	47	53	58	22	48	30	46
1	2	1	1	1	10	9	12	3	3	9	1	16	15	1	19	20	10	16	4	10	12	1	22	37	1	5	55	94	50	30
4	4	3	2	8	5	8	7	6	3	4	6	3	8	14	9	4	16	14	17	3	3	10	27	45	26	63	82	33	37	199
3	3	4	2	3	1	10	11	6	1	5	11	6	1	14	4	12	19	2	22	6	2	25	10	8	28	68	27	80	19	87
4	1	4	1	9	1	5	12	10	4	13	9	13	13	6	20	6	14	23	4	4	16	7	4	33	26	28	98	10	50	18
4	2	6	4	3	3	9	8	7	7	10	11	10	2	15	19	3	4	20	1	7	8	8	2	36	20	22	14	17	15	70
3	3	4	2	7	2	9	11	9	1	3	4	3	4	12	7	20	21	14	21	3	16	24	15	42	56	61	83	82	41	2
3	6	5	5	9	9	8	9	12	6	14	4	14	8	14	6	11	21	7	3	8	11	2	24	16	37	40	65	30	11	126
3	3	7	8	8	6	9	6	7	2	5	11	3	11	11	6	16	6	10	1	3	14	11	24	20	21	60	69	12	14	191
2	1	1	3	3	2	9	10	2	1	1	4	17	5	5	12	7	1	5	9	9	6	17	8	31	5	30	51	98	47	84
4	3	3	8	7	8	1	12	8	14	12	8	7	12	19	14	3	21	5	1	2	15	24	15	21	36	9	97	83	11	13
5	2	1	8	4	8	5	11	2	2	10	12	2	5	11	1	6	5	3	23	5	16	10	9	11	41	56	25	45	18	140
5	4	3	8	3	4	7	11	5	3	3	11	13	11	2	8	7	8	10	8	6	5	28	6	27	7	16	42	23	33	68
4	2	4	1	4	1	8	1	13	3	2	12	7	3	7	8	2	3	19	14	6	10	17	2	26	13	10	36	100	48	24
2	3	5	8	6	4	8	5	11	11	4	12	16	14	9	10	2	10	15	17	9	12	5	14	3	37	47	89	34	26	53
4	1	7	4	4	10	9	8	11	4	5	4	3	7	11	1	21	6	21	15	5	6	26	31	20	44	53	52	64	17	101
5	5	4	7	9	1	7	11	11	14	7	9	12	14	17	13	8	20	3	12	3	9	26	25	1	58	3	19	69	3	113
5	5	7	7	1	4	8	12	6	4	6	6	6	12	2	11	20	19	21	21	9	14	5	22	8	56	16	40	79	10	26
4	2	2	4	4	9	11	8	4	8	3	13	4	6	18	6	18	22	21	20	10	15	27	4	18	58	19	17	44	28	80
1	5	5	4	6	3	4	5	10	13	8	15	9	12	18	7	14	4	19	8	1	18	11	1	26	15	4	100	34	12	143
4	1	2	6	1	8	3	1	3	2	11	6	3	6	11	18	14	16	2	12	8	9	26	20	49	42	45	46	25	35	92
5	6	6	7	3	3	9	1	13	6	4	4	1	7	2	13	9	3	22	9	1	4	12	40	36	12	41	7	5	31	1
1	4	4	1	5	7	2	10	1	4	11	3	9	8	14	19	11	4	22	22	1	6	22	22	16	14	25	28	16	13	8
2	6	1	5	2	3	1	5	5	4	15	3	8	16	9	13	21	1	18	6	5	11	16	15	17	57	14	73	64	17	33
3	3	1	7	1	5	1	10	2	14	3	6	16	14	1	8	17	20	10	23	6	11	21	29	6	50	23	74	16	37	8
5	2	1	7	9	7	8	5	1	8	6	11	15	3	11	19	10	15	13	14	5	16	16	29	17	57	69	88	50	44	5
2	3	7	6	8	7	1	2	10	4	6	4	12	16	17	15	13	10	23	22	9	11	13	30	32	43	3	80	29	31	83
